symbol,side,opened_at_ms,opened_at_utc,closed_at_ms,closed_at_utc,entry_price,stop_loss,take_profit,exit_price,quantity,pnl,pnl_pct,close_reason
BNBUSDC,SELL,1740934799999,2025-03-02T16:59:59.999000+00:00,1740970800000,2025-03-03T03:00:00+00:00,626.49,635.842756505941,607.7844869881179,607.7844869881179,15.961946719021851,296.6361173280414,2.966361173280414,take_profit
BNBUSDC,SELL,1741971599999,2025-03-14T16:59:59.999000+00:00,1742000400000,2025-03-15T01:00:00+00:00,585.69,592.6006689421623,571.8686621156755,592.6006689421623,22.104459992966266,-155.3764287123476,-1.2001552145248668,stop_loss
BNBUSDC,BUY,1743285599999,2025-03-29T21:59:59.999000+00:00,1743372000000,2025-03-30T22:00:00+00:00,601.74,594.6721931168325,615.8756137663349,594.6721931168325,18.889726732160693,-135.75557966335612,-1.1943266729469257,stop_loss
BNBUSDC,BUY,1744862399999,2025-04-17T03:59:59.999000+00:00,1744905600000,2025-04-17T16:00:00+00:00,581.81,577.5310641064411,590.3678717871176,590.3678717871176,17.164392084785742,144.86400564028995,1.450610717031367,take_profit
BNBUSDC,SELL,1747958399999,2025-05-22T23:59:59.999000+00:00,1747998000000,2025-05-23T11:00:00+00:00,686.34,691.5525697414374,675.9148605171251,675.9148605171251,16.631818319396206,171.14068720163925,1.4992505916559535,take_profit
BNBUSDC,BUY,1748606399999,2025-05-30T11:59:59.999000+00:00,1748620800000,2025-05-30T16:00:00+00:00,671.46,665.6104766726421,683.1590466547159,665.6104766726421,19.515174236708237,-116.7523678202883,-0.890990591054189,stop_loss
BNBUSDC,SELL,1749589199999,2025-06-10T20:59:59.999000+00:00,1749754800000,2025-06-12T19:00:00+00:00,669.88,675.0800082730422,659.4799834539157,659.4799834539157,17.779196120187603,182.5589290333961,1.532829842567853,take_profit
BNBUSDC,SELL,1752040799999,2025-07-09T05:59:59.999000+00:00,1752055200000,2025-07-09T10:00:00+00:00,663.91,666.3881061709076,658.9537876581849,658.9537876581849,20.6529459287121,99.63851811751799,0.7266680098633047,take_profit
BNBUSDC,SELL,1752465599999,2025-07-14T03:59:59.999000+00:00,1752469200000,2025-07-14T05:00:00+00:00,697.47,702.262578574475,687.8848428510502,702.262578574475,21.048445263657744,-103.83263488578362,-0.7072750211750873,stop_loss
BNBUSDC,BUY,1753916399999,2025-07-30T22:59:59.999000+00:00,1753952400000,2025-07-31T09:00:00+00:00,788.36,776.4365343707119,812.2069312585761,812.2069312585761,17.2674557955115,408.97088190960096,3.004273412187881,take_profit
BNBUSDC,BUY,1754197199999,2025-08-03T04:59:59.999000+00:00,1754312400000,2025-08-04T13:00:00+00:00,743.02,733.2920426552286,762.4759146895428,762.4759146895428,23.788665617538637,459.20259191769765,2.597967686819324,take_profit
BNBUSDC,SELL,1754715599999,2025-08-09T04:59:59.999000+00:00,1754715600000,2025-08-09T05:00:00+00:00,801.49,807.6235323170703,789.2229353658594,807.6235323170703,27.738498718220125,-174.61543117841148,-0.7854192845242832,stop_loss
BNBUSDC,BUY,1756137599999,2025-08-25T15:59:59.999000+00:00,1756152000000,2025-08-25T20:00:00+00:00,863.96,851.3817186985016,889.116562602997,851.3817186985016,23.660251362570946,-301.63407839656054,-1.4755958198571884,stop_loss
BNBUSDC,BUY,1756558799999,2025-08-30T12:59:59.999000+00:00,1756713600000,2025-09-01T08:00:00+00:00,855.69,849.3632966476002,868.3434067047996,868.3434067047996,20.316103918132477,253.53965455565336,1.458441494403179,take_profit
