symbol,side,opened_at_ms,opened_at_utc,closed_at_ms,closed_at_utc,entry_price,stop_loss,take_profit,exit_price,quantity,pnl,pnl_pct,close_reason
SOLUSDC,BUY,1771934399999,2026-02-24T11:59:59.999000+00:00,1771948800000,2026-02-24T16:00:00+00:00,76.71,73.96431283562634,77.6252290547912,77.6252290547912,61.9215226176509,55.71104214126195,1.172864045079199,take_profit
SOLUSDC,BUY,1772884799999,2026-03-07T11:59:59.999000+00:00,1772910000000,2026-03-07T19:00:00+00:00,84.6,82.48965498814435,85.3034483372852,82.48965498814435,59.22121690509449,-125.95422724178304,-2.5139987504175783,stop_loss
SOLUSDC,BUY,1773007199999,2026-03-08T21:59:59.999000+00:00,1773014400000,2026-03-09T00:00:00+00:00,82.18,79.91128646830605,82.936237843898,82.936237843898,53.62707181272647,39.665295645672636,0.9000372308702999,take_profit
SOLUSDC,BUY,1773961199999,2026-03-19T22:59:59.999000+00:00,1773968400000,2026-03-20T01:00:00+00:00,88.73,85.91519001694564,89.66826999435146,89.66826999435146,51.74457564254834,47.62241337996059,1.037232435875789,take_profit
SOLUSDC,BUY,1774249199999,2026-03-23T06:59:59.999000+00:00,1774263600000,2026-03-23T11:00:00+00:00,85.66,83.14821026523913,86.49726324492029,86.49726324492029,56.188897139052095,46.072861181679706,0.9572306704077864,take_profit
SOLUSDC,SELL,1774396799999,2026-03-24T23:59:59.999000+00:00,1774501200000,2026-03-26T05:00:00+00:00,90.72,93.66931497742821,89.73689500752393,89.73689500752393,55.41682689221446,53.48597238962292,1.0638862582391615,take_profit
SOLUSDC,BUY,1774652399999,2026-03-27T22:59:59.999000+00:00,1774681200000,2026-03-28T07:00:00+00:00,82.62,80.1804757703263,83.43317474322457,83.43317474322457,63.867064399703786,50.8693573048564,0.964037894306366,take_profit
SOLUSDC,SELL,1774922399999,2026-03-31T01:59:59.999000+00:00,1774933200000,2026-03-31T05:00:00+00:00,83.76,86.51727847649327,82.84090717450225,82.84090717450225,65.82274887636014,59.40665300087568,1.0775127078114324,take_profit
SOLUSDC,SELL,1775491199999,2026-04-06T15:59:59.999000+00:00,1775491200000,2026-04-06T16:00:00+00:00,82.24,84.27102688258717,81.5629910391376,81.5629910391376,70.40682636022002,46.51753408224908,0.8033759273523434,take_profit
SOLUSDC,BUY,1776056399999,2026-04-13T04:59:59.999000+00:00,1776060000000,2026-04-13T06:00:00+00:00,81.88,80.11887329531612,82.46704223489462,82.46704223489462,73.34776431638136,41.84848085326991,0.6968109751436812,take_profit
SOLUSDC,SELL,1776466799999,2026-04-17T22:59:59.999000+00:00,1776481200000,2026-04-18T03:00:00+00:00,89.2,91.90412961209337,88.29862346263555,88.29862346263555,69.49315916012583,61.412273115489455,0.9907139155514898,take_profit
SOLUSDC,BUY,1776661199999,2026-04-20T04:59:59.999000+00:00,1776668400000,2026-04-20T07:00:00+00:00,84.57,82.50401141413663,85.25866286195445,85.25866286195445,76.67741804510547,51.497407331373964,0.7941481960294009,take_profit
SOLUSDC,BUY,1777003199999,2026-04-24T03:59:59.999000+00:00,1777028400000,2026-04-24T11:00:00+00:00,85.69,83.95224583294593,86.26925138901802,86.26925138901802,78.45794783658216,44.09317357876793,0.6558496192557152,take_profit
SOLUSDC,BUY,1777395599999,2026-04-28T16:59:59.999000+00:00,1777417200000,2026-04-28T23:00:00+00:00,83.55,82.0461150999261,84.0512949666913,84.0512949666913,82.89787212619103,40.16275134584104,0.5798739768976255,take_profit
SOLUSDC,SELL,1778324399999,2026-05-09T10:59:59.999000+00:00,1778338800000,2026-05-09T15:00:00+00:00,93.33,95.47283900820928,92.6157203305969,92.6157203305969,76.18461881153617,53.005945668436595,0.7454800442912014,take_profit
SOLUSDC,BUY,1778749199999,2026-05-14T08:59:59.999000+00:00,1778767200000,2026-05-14T14:00:00+00:00,90.98,88.78872410959755,91.71042529680082,91.71042529680082,80.84561354864526,57.56880415092797,0.7826810417030743,take_profit
SOLUSDC,BUY,1779026399999,2026-05-17T13:59:59.999000+00:00,1779044400000,2026-05-17T19:00:00+00:00,86.33,84.98625943656468,86.77791352114511,86.77791352114511,88.28678527913856,38.012576261358696,0.49873501499001727,take_profit
